k1    200
k_2fv0    225
k_2rv0    401
ko_dN1v0    1e5
ko_bN1v0(mM^-1)    1
ko_dNv0    3000
ko_bNv0(mM^-1)    7.5
Ko_dKv0    3000
ko_bKv0(mM^-1)    2260
k_31    4
k_32    342
k_4f    90
k_4r    550
ki_dN1v0    3000
ki_bN1v0(mM^-1)    1.67
ki_dN    3000
ki_bN(mM^-1)    375
ki_dK    3000
ki_bk(mM^-1)    300
